Document Url,length,label
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-25-090416-22.mp3,162.576,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-21-154322-4.mp3,126.36,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-08-023658-26.mp3,32.616,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-23-171550-8.mp3,7.128,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-20-211910-14.mp3,117.504,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-27-163502-2.mp3,4.32,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-01-145439-18.mp3,48.096,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-27-214213-4.mp3,76.248,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-29-210809-20.mp3,27.144,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-04-14-121424-2.mp3,66.528,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-28-124602-26.mp3,33.624,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-19-120344-30.mp3,9.432,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-27-121204-8.mp3,86.112,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-16-190237-22.mp3,24.408,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-18-212801-20.mp3,67.176,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-26-164119-2.mp3,25.56,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-03-191803-22.mp3,7.128,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-21-205616-2.mp3,20.088,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-03-121430-2.mp3,29.304,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-20-110007-10.mp3,67.824,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-08-200538-22.mp3,35.856,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/100-103325522.20130827.113852.mp3,38.412,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-11-192649-18.mp3,49.536,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/103.22282.20130106.124110.mp3,117.54,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-30-223100-10.mp3,179.928,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-06-174536-26.mp3,5.472,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-08-175609-8.mp3,161.28,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-01-000247-16.mp3,53.856,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-28-195825-28.mp3,113.256,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-27-180206-14.mp3,25.704,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-10-05-144155-30.mp3,388.728,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-30-170723-14.mp3,18.432,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/54.32349.20130523.080456.mp3,18.18,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-29-111456-16.mp3,161.784,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-28-200211-26.mp3,34.92,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-08-101153-16.mp3,145.152,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-31-125720-10.mp3,72.432,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-07-220441-26.mp3,23.832,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-22-153547-28.mp3,22.536,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-14-112429-22.mp3,153.576,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-28-093448-10.mp3,18.648,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-24-164015-14.mp3,48.096,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/55.20779.20121219.154438.mp3,21.636,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/72.50245.20121226.215826.mp3,43.092,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-28-220842-28.mp3,496.512,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-10-103844-4.mp3,255.384,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-04-151708-14.mp3,18.792,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-09-155026-22.mp3,54.648,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-10-211432-28.mp3,51.192,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-25-150519-4.mp3,29.16,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-29-145846-26.mp3,26.496,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-14-172237-12.mp3,20.592,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-04-17-171634-26.mp3,14.04,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-07-213008-22.mp3,37.08,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-26-105130-28.mp3,112.896,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-05-213206-12.mp3,59.904,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-09-101737-12.mp3,121.104,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-04-192116-18.mp3,33.408,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-11-133935-22.mp3,11.232,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-25-155831-4.mp3,91.152,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/01.73481.20130418.215120.mp3,154.08,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-22-161833-30.mp3,28.296,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/150.12277.20120901.155046.mp3,83.988,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-16-134042-6.mp3,138.096,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-06-123338-12.mp3,14.328,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-19-114519-18.mp3,182.664,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-30-215043-8.mp3,200.448,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-23-110227-12.mp3,39.528,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-26-173743-20.mp3,64.008,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-06-204445-26.mp3,35.424,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-27-161233-6.mp3,220.824,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/55.76959.20121220.181714.mp3,102.132,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-15-151936-22.mp3,29.16,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-25-234329-4.mp3,19.08,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-17-185806-14.mp3,365.976,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-20-112751-12.mp3,191.088,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-03-131306-6.mp3,145.656,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-04-11-092337-8.mp3,168.408,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-10-151511-16.mp3,35.568,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-04-21-164329-18.mp3,66.168,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-07-134725-22.mp3,119.448,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-03-154047-28.mp3,116.352,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-15-092925-22.mp3,27.144,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-25-181027-26.mp3,99.576,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/74-89.817263.20130616.151222.mp3,54.468,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-09-091030-14.mp3,32.112,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-12-161655-18.mp3,6.264,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-01-181924-6.mp3,8.856,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-05-31-193324-28.mp3,38.808,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-07-153656-4.mp3,68.472,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-01-113825-20.mp3,3.672,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-22-112659-28.mp3,36.36,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-12-215934-28.mp3,86.904,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-25-222038-8.mp3,36.36,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-06-121630-6.mp3,36.072,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-21-120816-20.mp3,23.904,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-09-120629-4.mp3,51.048,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-22-131807-14.mp3,20.088,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-22-170853-8.mp3,115.416,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/333.47195.20121110.225429.mp3,21.24,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-10-220842-2.mp3,35.424,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-28-174708-30.mp3,30.456,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-02-201541-16.mp3,69.336,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-16-082840-24.mp3,80.64,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-15-173745-20.mp3,175.464,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-15-194437-8.mp3,69.264,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-04-164500-4.mp3,7.92,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-11-143454-20.mp3,108,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/48.32808.20121215.142247.mp3,67.14,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-27-235948-30.mp3,17.136,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-01-130302-30.mp3,3.312,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-17-114216-28.mp3,34.704,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-02-172556-8.mp3,48.24,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-24-190854-18.mp3,10.224,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-01-194312-4.mp3,29.808,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-04-10-100120-20.mp3,46.584,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-08-212454-12.mp3,43.272,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-13-194243-10.mp3,31.32,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-07-215707-4.mp3,6.12,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-10-101527-28.mp3,50.04,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-29-125944-30.mp3,83.952,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/02-15.85921.20130623.134429.mp3,99.36,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-03-164818-4.mp3,24.336,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-10-01-094713-8.mp3,111.888,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-14-183316-14.mp3,43.488,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-03-121555-20.mp3,4.464,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-12-174711-12.mp3,172.8,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-08-120454-28.mp3,3.312,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-05-184941-26.mp3,21.24,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-10-01-163918-14.mp3,21.096,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-13-110848-26.mp3,5.616,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-03-170318-30.mp3,26.64,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-10-094238-2.mp3,25.848,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-05-143228-16.mp3,36.072,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-04-075354-12.mp3,34.776,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-03-163421-22.mp3,47.376,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-22-182638-26.mp3,9.72,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-03-170036-22.mp3,27.288,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-16-165127-28.mp3,32.4,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-12-175153-10.mp3,26.352,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-08-211938-8.mp3,35.352,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-13-121422-10.mp3,29.016,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-08-082932-6.mp3,47.376,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-07-105504-26.mp3,27.288,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-10-154338-30.mp3,100.44,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-05-205104-16.mp3,32.616,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-12-201405-30.mp3,5.256,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-04-204337-28.mp3,5.112,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-14-161457-28.mp3,92.664,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-20-002924-18.mp3,27.864,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/74-89.13729.20130611.211718.mp3,62.676,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-02-133100-18.mp3,22.104,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-20-172936-12.mp3,32.112,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-15-095811-18.mp3,26.712,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/06.9008.20130327.194915.mp3,55.656,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-14-085234-8.mp3,142.344,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/210.15209.20121001.232245.mp3,57.204,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-19-121649-2.mp3,22.752,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-12-13-194916-2.mp3,17.496,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-02-06-115203-4.mp3,29.016,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-07-27-180531-14.mp3,3.456,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-05-120443-30.mp3,84.6,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-03-211721-16.mp3,103.32,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-03-05-111908-14.mp3,67.032,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-07-093432-24.mp3,52.704,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-14-181257-14.mp3,146.304,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-04-25-205307-14.mp3,27.648,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-06-144846-2.mp3,27.864,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-06-03-140958-14.mp3,28.8,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-09-13-171440-6.mp3,34.056,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-14-192908-2.mp3,24.192,0
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-15-010424-10.mp3,16.992,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-02-125909-28.mp3,5.472,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-08-09-125201-6.mp3,32.256,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-11-09-125833-14.mp3,34.92,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2013-01-17-174750-26.mp3,37.008,1
http://s3.amazonaws.com/archivo.lanacion.com.ar/nisman/B-1009-2012-09-10-115813-31.mp3,3.312,1
